,,,,,,,,,,,,,,,,,,,
순번,대학(원),학과(부),학년,이수구분,이수영역,학수번호,교과목명,교과목명(영문),담당교수,강의실,시간표(교시),시간표(시간),교시유형,학점,수업구분,수업유형,성적평가,집중이수제,원어강의구분
1929,교양,교양,전학년,심화교양,사회,0004330001,공공이슈와논쟁,Public Issues and Controversies,채드 앤더슨,제12호관 컨벤션센터-107 강의실[12-107], [12-107:목(5B-6)(7-8A)], [12-107:목(13:30~14:45)(15:00~16:15)],75분,3,일반과목,강의(이론),절대평가,일반(1~15주),원어강의(EN)
1930,교양,교양,전학년,심화교양,인문,0004338001,영상으로읽는서양문학,Readings in Western Literature via Visual Media,김계영,제12호관 컨벤션센터-107 강의실[12-107], [12-107:수(3)(4)(5)], [12-107:수(11:00~11:50)(12:00~12:50)(13:00~13:50)],50분(표준),3,일반과목,강의(이론),상대평가,일반(1~15주),비대상
1931,교양,교양,전학년,심화교양,인문,0004338002,영상으로읽는서양문학,Readings in Western Literature via Visual Media,김계영,제12호관 컨벤션센터-107 강의실[12-107], [12-107:화(3)(4)(5)], [12-107:화(11:00~11:50)(12:00~12:50)(13:00~13:50)],50분(표준),3,일반과목,강의(이론),상대평가,일반(1~15주),비대상
1932,교양,교양,전학년,심화교양,사회,0004342001,이슬람세계의이해,Understanding of Islam World,김효정,제12호관 컨벤션센터-404 영어랩실[12-404], [12-404:월(7)(8)(9)], [12-404:월(15:00~15:50)(16:00~16:50)(17:00~17:50)],50분(표준),3,일반과목,강의(이론),상대평가,일반(1~15주),비대상
1933,교양,교양,전학년,심화교양,사회,0004342002,이슬람세계의이해,Understanding of Islam World,김효정,제12호관 컨벤션센터-404 영어랩실[12-404], [12-404:월(야1)(야2)(야3)], [12-404:월(18:00~18:50)(18:55~19:45)(19:50~20:40)],50분(표준),3,일반과목,강의(이론),상대평가,일반(1~15주),비대상
1934,교양,교양,전학년,심화교양,사회,0004344001,한국사회의사회과학적이해,Social Scientific Understanding of Korean Society,김민정,제12호관 컨벤션센터-402 영어랩실[12-402], [12-402:수(7)(8)(9)], [12-402:수(15:00~15:50)(16:00~16:50)(17:00~17:50)],50분(표준),3,일반과목,강의(이론),상대평가,일반(1~15주),비대상
1935,교양,교양,전학년,심화교양,인문,0005067001,노자리더십의현대적해석,A Current Interpretation of Leadership in Taoism,안성재,제12호관 컨벤션센터-101 용정강의실(계단식(대))[12-101], [12-101:월(4)(5)(6)], [12-101:월(12:00~12:50)(13:00~13:50)(14:00~14:50)],50분(표준),3,일반과목,강의(이론),상대평가,일반(1~15주),비대상
1936,교양,교양,전학년,심화교양,사회,0005070001,OTL론,On OTL,서진완,제12호관 컨벤션센터-108 계단강의실(소)-1[12-108], [12-108:화(5B-6)(7-8A)], [12-108:화(13:30~14:45)(15:00~16:15)],75분,3,일반과목,강의(이론),상대평가,일반(1~15주),비대상
1937,교양,교양,전학년,심화교양,사회,0005073001,회계원리와세무의이해,Accounting Principles and Taxation,홍기용,제14호관 동북아경제·경영-103 강의실(소)-2[14-103], [14-103:수(7-8A)(8B-9)], [14-103:수(15:00~16:15)(16:30~17:45)],75분,3,일반과목,강의(이론),상대평가,일반(1~15주),비대상
1938,교양,교양,전학년,심화교양,사회,0005093001,결혼과가족,Marriage and the Family,류민영,제12호관 컨벤션센터-303 계단강의실(소)[12-303], [12-303:화(1)(2)(3)], [12-303:화(09:00~09:50)(10:00~10:50)(11:00~11:50)],50분(표준),3,일반과목,강의(이론),상대평가,일반(1~15주),비대상
1939,교양,교양,전학년,심화교양,사회,0005093002,결혼과가족,Marriage and the Family,류민영,제12호관 컨벤션센터-303 계단강의실(소)[12-303], [12-303:화(4)(5)(6)], [12-303:화(12:00~12:50)(13:00~13:50)(14:00~14:50)],50분(표준),3,일반과목,강의(이론),상대평가,일반(1~15주),비대상
1940,교양,교양,전학년,심화교양,사회,0005103001,기업가정신,Entrepreneurship,창업지원단,,,,50분(표준),1,일반과목,e-Learning,이수인정,일반(1~15주),비대상
1941,교양,교양,전학년,심화교양,인문,0005413001,현대사회와인성,Modern Society and Human Nature,신승원,제12호관 컨벤션센터-502 강의실(소)-5[12-502], [12-502:화(7)(8)(9)], [12-502:화(15:00~15:50)(16:00~16:50)(17:00~17:50)],50분(표준),3,일반과목,강의(이론),상대평가,일반(1~15주),비대상
1942,교양,교양,전학년,심화교양,인문,0005413002,현대사회와인성,Modern Society and Human Nature,신승원,제12호관 컨벤션센터-503 계단강의실(소)[12-503], [12-503:화(야1)(야2)(야3)], [12-503:화(18:00~18:50)(18:55~19:45)(19:50~20:40)],50분(표준),3,일반과목,강의(이론),상대평가,일반(1~15주),비대상
1943,교양,교양,전학년,심화교양,예술체육,0005417001,예술과친구하기,Being A Friend With Art,이계원,,,,50분(표준),2,일반과목,e-Learning,이수인정,일반(1~15주),비대상
1944,교양,교양,전학년,심화교양,과학기술,0006109001,대중매체속바이오테크놀로지,Biotechnology in mass media,예정용,,,,75분,3,일반과목,e-Learning,이수인정,일반(1~15주),비대상
1945,교양,교양,전학년,심화교양,인문,0006111001,인성건강과인문치료,Healthy Personality and Humanities Therapy,윤영돈,제12호관 컨벤션센터-103 계단강의실(대)-2[12-103], [12-103:화(7-8A)(8B-9)], [12-103:화(15:00~16:15)(16:30~17:45)],75분,3,일반과목,강의(이론),상대평가,일반(1~15주),비대상
1946,교양,교양,전학년,심화교양,인문,0006404001,한국문화의뉴웨이브,New Waves of Korean Culture,장영은,제15호관 인문대학-211 토론식강의실1[15-211], [15-211:금(4-5A)(5B-6)], [15-211:금(12:00~13:15)(13:30~14:45)],75분,3,"외국인,교환학생,복수학위제대상",강의(이론),절대평가,일반(1~15주),원어강의(EN)
1947,교양,교양,전학년,심화교양,과학기술,0006987001,신비로운해양생물이야기,Introduction to Marine Animals and Ecosystem,이재성,제5호관 자연과학대학·생명과학기술대학-335 강의실-대(계단식)[05-335], [05-335:화(2)(3)(4)], [05-335:화(10:00~10:50)(11:00~11:50)(12:00~12:50)],50분(표준),3,일반과목,강의(이론),상대평가,일반(1~15주),비대상
1948,교양,교양,전학년,심화교양,사회,0006989001,혁신과창업,Innovation & Start-ups,창업지원단,제9호관 공동실험실습관-509 강의실[09-509], [09-509:화(1)(2)(3)], [09-509:화(09:00~09:50)(10:00~10:50)(11:00~11:50)],50분(표준),3,일반과목,강의(이론),상대평가,일반(1~15주),비대상
1949,교양,교양,전학년,심화교양,인문,0006992001,동양의지혜와윤리,The Wisdom and Ethics of the Orient,송승석,제12호관 컨벤션센터-205 강의실(소)-2[12-205], [12-205:수(2B-3)(4-5A)], [12-205:수(10:30~11:45)(12:00~13:15)],75분,3,일반과목,강의(이론),상대평가,일반(1~15주),비대상
1950,교양,교양,전학년,심화교양,인문,0006992002,동양의지혜와윤리,The Wisdom and Ethics of the Orient,송승석,제12호관 컨벤션센터-205 강의실(소)-2[12-205], [12-205:화(2B-3)(4-5A)], [12-205:화(10:30~11:45)(12:00~13:15)],75분,3,일반과목,강의(이론),상대평가,일반(1~15주),비대상
1951,교양,교양,전학년,심화교양,인문,0006998001,(이공계를위한)중국과학기술의10가지기적,The Ten Miracles of China’s science and technology (for the Students of Natural Science and Engineering Colleges),이정희,제12호관 컨벤션센터-503 계단강의실(소)[12-503], [12-503:화(1-2A)(2B-3)], [12-503:화(09:00~10:15)(10:30~11:45)],75분,3,일반과목,강의(이론),상대평가,일반(1~15주),비대상
1952,교양,교양,전학년,심화교양,사회,0007001001,미래사회이해와미래예측,Understanding Futures and Futures Forecasting,오형석,제12호관 컨벤션센터-404 영어랩실[12-404], [12-404:수(6)(7)(8)], [12-404:수(14:00~14:50)(15:00~15:50)(16:00~16:50)],50분(표준),3,일반과목,강의(이론),상대평가,일반(1~15주),비대상
1953,교양,교양,전학년,심화교양,사회,0007001002,미래사회이해와미래예측,Understanding Futures and Futures Forecasting,오형석,제12호관 컨벤션센터-404 영어랩실[12-404], [12-404:수(야1)(야2)(야3)], [12-404:수(18:00~18:50)(18:55~19:45)(19:50~20:40)],50분(표준),3,일반과목,강의(이론),상대평가,일반(1~15주),비대상
1954,교양,교양,전학년,심화교양,사회,0007002001,헌법과시민의식,Constitutional Law and Citizenship,김영진,제12호관 컨벤션센터-105 하곡강의실(계단식(대))[12-105], [12-105:화(4-5A)(5B-6)], [12-105:화(12:00~13:15)(13:30~14:45)],75분,3,일반과목,강의(이론),상대평가,일반(1~15주),비대상
1955,교양,교양,전학년,심화교양,인문,0007008001,세계인식과인간의이해,Recognition of the world and Understanding Humans,이강원,제12호관 컨벤션센터-504 강의실(소)-1[12-504], [12-504:수(4-5A)(5B-6)], [12-504:수(12:00~13:15)(13:30~14:45)],75분,3,일반과목,강의(이론),상대평가,일반(1~15주),비대상
1956,교양,교양,전학년,심화교양,과학기술,0007360001,문화예술로배우는생명의기원,Understanding the Origin of life with Culture and Art,예정용,제12호관 컨벤션센터-105 하곡강의실(계단식(대))[12-105], [12-105:목(1-2A)(2B-3)], [12-105:목(09:00~10:15)(10:30~11:45)],75분,3,일반과목,강의(이론),상대평가,일반(1~15주),비대상
1957,교양,교양,전학년,심화교양,외국어,0007363001,한자와중국어,Chinese character and the Chinese language,안성재,제12호관 컨벤션센터-103 계단강의실(대)-2[12-103], [12-103:화(4)(5)(6)], [12-103:화(12:00~12:50)(13:00~13:50)(14:00~14:50)],50분(표준),3,일반과목,강의(이론),상대평가,일반(1~15주),비대상
1958,교양,교양,전학년,심화교양,사회,0007366001,배움특강,Special Lecture Series,학생취업처,제11호관 복지회관-208 소극장 [11-208], [11-208:수(8)(9)], [11-208:수(16:00~16:50)(17:00~17:50)],50분(표준),2,일반과목,강의(이론),이수인정,일반(1~15주),비대상
1959,교양,교양,전학년,심화교양,인문,0007400001,역사의창으로현대사회읽기,Understanding Contemporary Society through History,이상의,제12호관 컨벤션센터-503 계단강의실(소)[12-503], [12-503:목(2)(3)(4)], [12-503:목(10:00~10:50)(11:00~11:50)(12:00~12:50)],50분(표준),3,일반과목,강의(이론),상대평가,일반(1~15주),비대상
1960,교양,교양,전학년,심화교양,인문,0007910001,공자의인성론과리더십,Ethology and Leadership in Confucius,안성재,제12호관 컨벤션센터-103 계단강의실(대)-2[12-103], [12-103:수(4)(5)(6)], [12-103:수(12:00~12:50)(13:00~13:50)(14:00~14:50)],50분(표준),3,일반과목,강의(이론),상대평가,일반(1~15주),비대상
1961,교양,교양,전학년,심화교양,인문,0008297001,삶과천문학,Life and Astronomy,김민수,제12호관 컨벤션센터-406 강의실(소)-3[12-406], [12-406:수(4)(5)(6)], [12-406:수(12:00~12:50)(13:00~13:50)(14:00~14:50)],50분(표준),3,일반과목,강의(이론),상대평가,일반(1~15주),비대상
1962,교양,교양,전학년,심화교양,사회,0008300001,사례로보는광고의원리,Principles of Advertising A case Intensive Approach,박진성,,,,75분,3,일반과목,e-Learning,상대평가,일반(1~15주),비대상
1963,교양,교양,전학년,심화교양,사회,0008590001,스타트업소셜벤처,Startup Social venture,창업지원단,제9호관 공동실험실습관-509 강의실[09-509], [09-509:금(4)(5)(6)], [09-509:금(12:00~12:50)(13:00~13:50)(14:00~14:50)],50분(표준),3,일반과목,강의(이론),상대평가,일반(1~15주),비대상
1964,교양,교양,전학년,심화교양,예술체육,0008606001,연극예술과문화생활,Theater art and culture life,박근수,,,,50분(표준),2,일반과목,e-Learning,상대평가,일반(1~15주),비대상
1965,교양,교양,전학년,심화교양,예술체육,0008607001,무대미술의이해,Understanding of Scenography,임일진,제12호관 컨벤션센터-101 용정강의실(계단식(대))[12-101], [12-101:목(2B-3)(4-5A)], [12-101:목(10:30~11:45)(12:00~13:15)],75분,3,일반과목,강의(이론),상대평가,일반(1~15주),비대상
1966,교양,교양,전학년,심화교양,외국어,0008620001,한국어발표와토론1,Korean Presentation and Discussion 1,김정현,제15호관 인문대학-211 토론식강의실1[15-211], [15-211:목(1)(2)(3)], [15-211:목(09:00~09:50)(10:00~10:50)(11:00~11:50)],50분(표준),2,"외국인,교환학생,복수학위제대상",이론실험실습,상대평가,일반(1~15주),비대상
1967,교양,교양,전학년,심화교양,외국어,0008621001,한국어발표와토론2,Korean Presentation and Discussion 2,안희제,제15호관 인문대학-212 토론식강의실2[15-212], [15-212:목(1)(2)(3)], [15-212:목(09:00~09:50)(10:00~10:50)(11:00~11:50)],50분(표준),2,"외국인,교환학생,복수학위제대상",이론실험실습,상대평가,일반(1~15주),비대상
1968,교양,교양,전학년,심화교양,외국어,0008622001,한국어글쓰기1,Academic Korean Writing 1,김정현,제15호관 인문대학-211 토론식강의실1[15-211], [15-211:화(1)(2)(3)], [15-211:화(09:00~09:50)(10:00~10:50)(11:00~11:50)],50분(표준),2,"외국인,교환학생,복수학위제대상",이론실험실습,상대평가,일반(1~15주),비대상
1969,교양,교양,전학년,심화교양,외국어,0008623001,한국어글쓰기2,Academic Korean Writing 2,안희제,제15호관 인문대학-212 토론식강의실2[15-212], [15-212:화(1)(2)(3)], [15-212:화(09:00~09:50)(10:00~10:50)(11:00~11:50)],50분(표준),2,"외국인,교환학생,복수학위제대상",이론실험실습,상대평가,일반(1~15주),비대상
1970,교양,교양,전학년,심화교양,외국어,0008624001,한국어문화읽기1,Reading Korean Culture 1,김정현,제15호관 인문대학-211 토론식강의실1[15-211], [15-211:목(7)(8)(9)], [15-211:목(15:00~15:50)(16:00~16:50)(17:00~17:50)],50분(표준),2,"외국인,교환학생,복수학위제대상",이론실험실습,상대평가,일반(1~15주),비대상
1971,교양,교양,전학년,심화교양,외국어,0008625001,한국어문화읽기2,Reading Korean Culture 2,안희제,제15호관 인문대학-212 토론식강의실2[15-212], [15-212:목(7)(8)(9)], [15-212:목(15:00~15:50)(16:00~16:50)(17:00~17:50)],50분(표준),2,"외국인,교환학생,복수학위제대상",이론실험실습,상대평가,일반(1~15주),비대상
1972,교양,교양,전학년,심화교양,사회,0008628001,한국사회의발전과변동이해,Development and Social Change in Korea,김민정,제12호관 컨벤션센터-402 영어랩실[12-402], [12-402:수(야1)(야2)(야3)], [12-402:수(18:00~18:50)(18:55~19:45)(19:50~20:40)],50분(표준),3,일반과목,강의(이론),상대평가,일반(1~15주),비대상
1973,교양,교양,전학년,심화교양,사회,0009076001,Understanding Business,Understanding Business,김경미,,,,75분,3,일반과목,e-Learning,절대평가,일반(1~15주),원어강의(EN)
1974,교양,교양,전학년,심화교양,외국어,0009081001,Introductory College Writing,Introductory College Writing,피터 래버,제12호관 컨벤션센터-404 영어랩실[12-404], [12-404:목(2)(3)(4)], [12-404:목(10:00~10:50)(11:00~11:50)(12:00~12:50)],50분(표준),3,일반과목,강의(이론),절대평가,일반(1~15주),원어강의(EN)
1975,교양,교양,전학년,심화교양,인문,0009083001,Language and Culture,Language and Culture,조지민,제12호관 컨벤션센터-404 영어랩실[12-404], [12-404:수(1)(2)(3)], [12-404:수(09:00~09:50)(10:00~10:50)(11:00~11:50)],50분(표준),3,일반과목,강의(이론),절대평가,일반(1~15주),원어강의(EN)
1976,교양,교양,전학년,심화교양,예술체육,0009089001,Introduction to Film and Media Studies,Introduction to Film and Media Studies,조지민,제12호관 컨벤션센터-405 영어랩실[12-405], [12-405:수(6)(7)(8)], [12-405:수(14:00~14:50)(15:00~15:50)(16:00~16:50)],50분(표준),3,일반과목,강의(이론),절대평가,일반(1~15주),원어강의(EN)
1977,교양,교양,전학년,심화교양,인문,0009090001,필독교양도서읽기1,Required Reading Books 1,김규환,,,,50분(표준),1,일반과목,강의(이론),이수인정,일반(1~15주),비대상
1978,교양,교양,전학년,심화교양,인문,0009091001,필독교양도서읽기2,Required Reading Books 2,김규환,,,,50분(표준),1,일반과목,강의(이론),이수인정,일반(1~15주),비대상
1979,교양,교양,전학년,심화교양,인문,0009092001,필독교양도서읽기3,Required Reading Books 3,김규환,,,,50분(표준),1,일반과목,강의(이론),이수인정,일반(1~15주),비대상
